timestamp,fhr,uc
4575,123,19.5
4576,123,17.5
4577,124.5,17
4578,124.5,17.5
4579,125.75,20
4580,125.5,18.5
4581,125.5,16.5
4582,124.5,14.5
4583,124.5,13
4584,123.75,12.5
4585,123.75,13
4586,123.25,14.5
4587,123.25,15
4588,124.25,15
4589,124.25,15.5
4590,126,13.5
4591,126,14.5
4592,127.25,16
4593,127.25,16
4594,127.75,15.5
4595,127.75,16
4596,127.75,15
4597,127.75,14.5
4598,125.25,16
4599,125.25,17.5
4600,124.75,16
4601,124.75,15.5
4602,125,14.5
4603,125,14
4604,126.5,13.5
4605,126.5,15
4606,126.25,16
4607,127.25,16
4608,127.25,15.5
4609,128,15.5
4610,128,15
4611,128.5,15
4612,128.5,16
4613,128.5,19
4614,128.5,19
4615,128,19
4616,128,18.5
4617,127.25,17.5
4618,127.25,17.5
4619,127.25,18
4620,127.25,19
4621,128.5,20.5
4622,128.5,20.5
4623,131,21.5
4624,132.75,22
4625,132.75,22
4626,134.5,22
4627,134.5,21
4628,136,21
4629,136,22.5
4630,136,21.5
4631,135.75,23
4632,135.75,25
4633,134.5,26
4634,133.5,23.5
4635,133.5,22.5
4636,131.5,23
4637,131.5,22
4638,130.25,21.5
4639,130.25,22
4640,129,24
4641,129,26
4642,128.75,24.5
4643,128.75,23
4644,128.5,22
4645,128.5,21
4646,128.75,21
4647,128.75,21
4648,132,21
4649,132,21
4650,135.75,20
4651,135.75,18.5
4652,134.75,20
4653,134.5,18.5
4654,134.5,18
4655,135.25,16
4656,135.25,15
4657,134.5,14.5
4658,135,14
4659,135,13.5
4660,132.5,13
4661,132.5,12.5
4662,131,12.5
4663,131,11.5
4664,131.25,10.5
4665,131.5,10
4666,131.5,10
4667,130.25,10
4668,130.25,10
4669,130.25,10
4670,130.5,9.5
4671,129,9.5
4672,129,9.5
4673,129.75,9.5
4674,129.75,10.5
4675,130.25,11.5
4676,130.25,13
4677,130.75,15
4678,130.75,14
4679,130.5,13.5
4680,130.5,13
4681,131.25,12.5
4682,133.25,13
4683,133.25,13
4684,134.25,13.5
4685,134.25,13
4686,135.5,13
4687,135.5,12.5
4688,136.5,12
4689,137.25,11.5
4690,137.25,11.5
4691,137.75,11
4692,137.75,10
4693,137.5,10
4694,137.5,10
4695,138.25,9.5
4696,138.25,10
4697,137,10
4698,136.75,9.5
4699,136.75,9.5
4700,136.5,9.5
4701,135.25,9
4702,135.25,9
4703,134.25,9
4704,134.25,9.5
4705,133.25,12.5
4706,133.25,15.5
4707,132,18.5
4708,132,19.5
4709,131.5,21
4710,131.5,21.5
4711,130.25,22.5
4712,130.25,23
4713,129.25,23.5
4714,129.5,25
4715,129.5,25
4716,129.75,25.5
4717,129.75,24.5
4718,129.5,24
4719,129.5,23.5
4720,129.25,22.5
4721,129.25,21.5
4722,131.25,21
4723,131.25,21.5
4724,132,22.5
4725,132.75,23.5
4726,132.75,23
4727,133.5,22
4728,133.5,21
4729,134.25,20.5
4730,134.25,20
4731,134.75,20
4732,134.75,20
4733,135.25,20
4734,135.5,20.5
4735,135.5,22
4736,134.75,23
4737,134.75,24
4738,135,22.5
4739,135,22
4740,133.75,21
4741,131.5,20
4742,131.5,19.5
4743,131.5,19
4744,131.5,19.5
4745,133,21
4746,133,21.5
4747,134.25,21
4748,134.25,20.5
4749,136.5,19.5
4750,136.75,19
4751,136.75,19
4752,138.5,19.5
4753,138.5,18
4754,139.25,18.5
4755,139.25,18
4756,140,17
4757,139.5,15.5
4758,139.5,15
4759,138.5,14.5
4760,138.5,15.5
4761,138.5,14
4762,138.5,14
4763,137,14
4764,137,14.5
4765,136.5,16
4766,136.5,17
4767,134.5,16
4768,133.75,15.5
4769,133.75,15
4770,132,14.5
4771,132,14.5
4772,130.5,14.5
4773,130.5,14.5
4774,130,15
4775,129,15.5
4776,129,16
4777,129,15.5
4778,129,15
4779,128.75,14
4780,128.75,14
4781,128.75,14
4782,128.75,14.5
4783,128.75,14
4784,129,14.5
4785,129,15
4786,128.75,14.5
4787,128.75,14.5
4788,137.5,14
4789,137,14
4790,137,14
4791,137.25,14
4792,137.25,13.5
4793,137.5,13.5
4794,137.5,13.5
4795,138.25,13.5
4796,138,13.5
4797,138,13.5
4798,137.5,13
4799,137.5,13.5
4800,138.5,13
4801,138.25,13
4802,138.25,13
4803,139.5,13.5
4804,139.5,14
4805,139.5,15.5
4806,139.5,16.5
4807,140.25,17.5
4808,140.25,18.5
4809,140.5,17
4810,141,16
4811,141,16
4812,141.5,16
4813,141.5,16.5
4814,141.5,16.5
4815,141.25,16.5
4816,141.25,17
4817,140.75,17
4818,140.75,16
4819,140.75,15.5
4820,140.75,15.5
4821,140.75,15.5
4822,140.75,15.5
4823,140.75,15.5
4824,141,15
4825,141.5,15.5
4826,141.5,15.5
4827,141.5,15
4828,141.5,15
4829,142,15
4830,141.75,15
4831,141.75,15
4832,141,15
4833,141,15
4834,140.75,15
4835,140.75,15
4836,139.5,15
4837,136.75,14.5
4838,136.75,15
4839,135.5,14.5
4840,135.5,14.5
4841,135,14.5
4842,135,14.5
4843,134.5,14.5
4844,134.5,16
4845,134.25,13.5
4846,133,15.5
4847,133,15
4848,133.75,17
4849,133.75,17.5
4850,135.25,16
4851,135.25,16
4852,137.25,15
4853,138.25,15
4854,138.25,14.5
4855,139.5,16
4856,139.5,15.5
4857,139.75,15
4858,140,15
4859,140,17
4860,140.75,19
4861,140.75,20
4862,139.25,19.5
4863,139.25,18
4864,139.5,17
4865,138.5,17.5
4866,138.5,17.5
4867,138.5,18.5
4868,138.5,18
4869,136.25,20.5
4870,136.25,21
4871,135.75,18
4872,135.75,17
4873,134.25,16
4874,134.25,15.5
4875,133.25,16
4876,132.75,18.5
4877,132.75,20
4878,133.5,19.5
4879,133.5,17
4880,132.75,16
4881,132.75,15
4882,132.75,15
4883,133.75,14.5
4884,133.75,14.5
4885,134.25,14
4886,134.25,13.5
4887,133.5,13
4888,133.75,12.5
4889,133.75,11.5
4890,135,11
4891,135,11
4892,135.75,10.5
4893,135.75,11.5
4894,135.75,13
4895,135.75,14
4896,136,14.5
4897,135.75,13
4898,135.75,12
4899,135.75,11.5
4900,135.75,11.5
4901,137.25,11
4902,137.25,11
4903,138.5,11
4904,137.5,10.5
4905,137.5,10
4906,137,9.5
4907,137,9
4908,136.5,8.5
4909,136.25,8.5
4910,136.25,9
4911,135,9.5
4912,135,11.5
4913,135.5,14.5
4914,135.5,17.5
4915,133.75,19.5
4916,133.75,18.5
4917,132.75,16
4918,132.75,16
4919,134.25,16
4920,135,16.5
4921,135,17
4922,134.25,17
4923,134.25,17
4924,135.75,16.5
4925,135.75,16
4926,135.5,16
4927,135.5,16
4928,135.5,17
4929,134.75,18.5
4930,135,21
4931,135,23.5
4932,135,23
4933,135,20.5
4934,135,21
4935,135,21.5
4936,135,22
4937,135,23
4938,135,23.5
4939,134.75,24.5
4940,134.75,26.5
4941,135,30.5
4942,135,32
4943,139.5,27.5
4944,138.5,25.5
4945,138.5,26
4946,138.5,27
4947,138.5,27.5
4948,139,28
4949,139,29.5
4950,138.75,31
4951,140.5,33
4952,140.5,36
4953,140,44.5
4954,140,46
4955,140.75,39
4956,140.75,30.5
4957,138.75,29.5
4958,138.75,32
4959,139.5,29
4960,139.5,30.5
4961,138.5,33.5
4962,137.5,35
4963,137.5,37.5
4964,136,35.5
4965,136,39
4966,137.5,35
4967,137.5,37.5
4968,137.5,37
4969,137.5,41.5
4970,137.5,42.5
4971,137.75,39.5
4972,137.75,39.5
4973,137.5,44.5
4974,137.5,43.5
4975,137,43.5
4976,136.75,47
4977,136.75,51
4978,136.75,51.5
4979,135.25,48.5
4980,135.25,51.5
4981,134.25,55.5
4982,134.25,52.5
4983,133.75,55
4984,133.75,56.5
4985,132.75,57.5
4986,132.75,61.5
4987,133,61.5
4988,133,60
4989,131.75,60.5
4990,131.75,61
4991,131.25,59.5
4992,132,64
4993,132,66
4994,132.75,62
4995,132.75,60.5
4996,134.25,61.5
4997,134.25,60
4998,136,63
4999,136.25,64.5
5000,136.25,62.5
5001,137,61.5
5002,137,58.5
5003,139.25,59.5
5004,139.25,56.5
5005,138.5,52.5
5006,137.5,50
5007,137.5,50.5
5008,136,53
5009,136,55.5
5010,132,56
5011,132,54
5012,132,47
5013,131.25,48
5014,131.25,44
5015,129.5,46.5
5016,129.5,48
5017,129.5,47.5
5018,129.5,40.5
5019,129.5,42.5
5020,129.5,38.5
5021,129.5,41
5022,129.5,41.5
5023,129.5,39.5
5024,129.5,40.5
5025,129.5,41
5026,129.5,42.5
5027,129.25,46
5028,129.25,41
5029,128,40.5
5030,128,33.5
5031,128.25,35
5032,128.25,41
5033,127.5,38.5
5034,127.5,34.5
5035,127.5,30.5
5036,127.5,38.5
5037,127.5,35
5038,127.25,33.5
5039,127.25,30
5040,127.25,33.5
5041,127.5,32.5
5042,127.5,30
5043,127.5,29
5044,127.5,26.5
5045,0,32
5046,0,33.5
5047,0,29.5
5048,0,31.5
5049,0,30.5
5050,0,31.5
5051,0,34.5
5052,0,33
5053,0,32
5054,0,32.5
5055,0,33.5
5056,0,36.5
5057,0,39
5058,0,38.5
5059,0,36.5
5060,130.25,37.5
5061,130.25,38
5062,128.5,39
5063,128.75,40.5
5064,128.75,44
5065,128.75,45.5
5066,128.75,41.5
5067,128.25,41.5
5068,128.25,40.5
5069,128.5,40
5070,128.5,38.5
5071,128.5,42
5072,128.5,44.5
5073,128.25,43.5
5074,128.25,40.5
5075,129,39.5
5076,129,36
5077,129,40.5
5078,128.75,43.5
5079,128.75,45.5
5080,129.25,40.5
5081,129.25,39
5082,130.25,36.5
5083,130.25,38.5
5084,130.25,44.5
5085,130.25,40
5086,129.25,37
5087,129,35
5088,129,39
5089,128.5,41
5090,128.5,37.5
5091,128.5,34.5
5092,128.5,32.5
5093,128.5,35.5
5094,128.5,37.5
5095,127.75,35
5096,127.75,34
5097,129,33.5
5098,129,37.5
5099,129.25,37
5100,129.25,34.5
5101,130.75,33.5
5102,131.75,35
5103,131.75,40
5104,131.5,39
5105,131.5,37.5
5106,132.25,35.5
5107,132.25,36.5
5108,131.75,40
5109,132.75,38.5
5110,132.75,38
5111,132.5,35
5112,132.5,37
5113,133.25,42
5114,133.25,40.5
5115,133.5,39.5
5116,133.5,37
5117,133.5,39.5
5118,133.75,44.5
5119,133.75,42
5120,134.5,40
5121,134.5,36.5
5122,135.5,38.5
5123,135.5,42.5
5124,136.25,41
5125,136.25,39.5
5126,135.75,36
5127,136.75,41
5128,136.75,45.5
5129,138,43
5130,138,41.5
5131,138.25,39
5132,139.5,39
5133,139.5,44.5
5134,139.5,43.5
5135,139.5,41
5136,138.5,42.5
5137,138.5,44
5138,139.25,38.5
5139,139.25,38.5
5140,137.5,39
5141,138.5,37
5142,138.5,41
5143,138.75,49
5144,138.5,44.5
5145,138.5,42.5
5146,139.25,40
5147,139.25,47
5148,137.25,48.5
5149,137.25,45.5
5150,135.5,47.5
5151,135.75,54
5152,135.75,54
5153,136.75,52.5
5154,136.75,49.5
5155,136.25,51
5156,136.25,53.5
5157,137,54.5
5158,137.5,50.5
5159,137.5,47.5
5160,135.75,54
5161,135.75,57
5162,136.25,50.5
5163,136.25,47
5164,134.5,53
5165,134.5,51.5
5166,135.75,51
5167,135.75,50.5
5168,137.5,53.5
5169,137.5,58.5
5170,136.5,53.5
5171,137,51
5172,137,58
5173,137.25,56
5174,139.5,50.5
5175,139.5,51
5176,138.5,57
5177,138.5,54.5
5178,137.75,54.5
5179,139.5,52
5180,139.5,56
5181,138,52
5182,138,54.5
5183,138,49.5
5184,138,55
5185,137.25,53
5186,137.25,52.5
5187,138.25,52.5
5188,138.25,61
5189,138.25,54
5190,138.25,50
5191,138.25,55.5
5192,138.5,59.5
5193,138.5,59.5
5194,138.5,60
5195,138.5,59.5
5196,138.5,56.5
5197,138.5,54.5
5198,138.5,54
5199,138.5,59
5200,138.5,55
5201,138.5,50.5
5202,0,49.5
5203,0,41.5
5204,0,37.5
5205,0,35.5
5206,0,33.5
5207,0,32.5
5208,0,29
5209,0,25
5210,0,22
5211,0,21.5
5212,0,18
5213,0,21.5
5214,0,23.5
5215,0,19
5216,0,15
5217,0,22
5218,0,20
5219,0,23.5
5220,0,24.5
5221,0,22
5222,0,22
5223,0,21.5
5224,0,20
5225,0,21
5226,107.5,19.5
5227,107.5,24
5228,103.25,23.5
5229,103.25,24
5230,103.25,22.5
5231,103.25,23
5232,91,20
5233,91,26
5234,91,25
5235,100,28
5236,100,27.5
5237,100,26.5
5238,97.25,26
5239,97.25,26.5
5240,97.25,29.5
5241,87.75,29
5242,87.75,31
5243,87,30
5244,87,32.5
5245,87,33.5
5246,87,37.5
5247,87,34.5
5248,87,32
5249,87,31.5
5250,86.75,32.5
5251,86.75,30
5252,86.75,33
5253,86.75,33
5254,86.75,34.5
5255,0,32.5
5256,0,27.5
5257,0,27
5258,0,25
5259,0,23
5260,0,20
5261,0,25
5262,0,19
5263,0,21.5
5264,0,26
5265,0,22.5
5266,0,17.5
5267,0,24
5268,0,24.5
5269,0,22.5
5270,0,24
5271,0,25
5272,0,23.5
5273,0,24
5274,0,21.5
5275,0,20.5
5276,0,21.5
5277,0,25
5278,0,27.5
5279,0,27
5280,0,26.5
5281,0,24
5282,157.5,22
5283,157.5,25
5284,157.5,22.5
5285,157.5,25.5
5286,157.5,27
5287,157.5,26.5
5288,157.25,23.5
5289,157.25,26
5290,157.5,24.5
5291,157.5,22.5
5292,0,22
5293,0,23.5
5294,0,22
5295,0,21
5296,0,22
5297,0,21.5
5298,0,19
5299,0,18.5
5300,0,15.5
5301,0,18
5302,0,23.5
5303,0,22
5304,0,19
5305,0,20
5306,0,18
5307,0,17
5308,0,21
5309,0,20
5310,0,20
5311,0,21
5312,0,19.5
5313,0,21.5
5314,0,22
5315,0,21
5316,0,18
5317,0,19
5318,0,19
5319,0,19
5320,0,19.5
5321,0,19
5322,0,18
5323,0,19
5324,0,21
5325,0,17
5326,0,19.5
5327,0,19
5328,0,21
5329,0,21
5330,118.5,21
5331,124.25,19
5332,124.25,16.5
5333,116.25,17
5334,116.25,18
5335,116.25,17.5
5336,116.25,15.5
5337,116.5,13.5
5338,116.5,13.5
5339,116.5,16.5
5340,116.5,18
5341,116.5,13
5342,116.5,12
5343,116.5,15.5
5344,116.5,15
5345,124,15
5346,124,14.5
5347,121.5,16
5348,121.5,13
5349,123.75,16.5
5350,123.75,17.5
5351,123.75,16.5
5352,123.75,16.5
5353,123.75,16
5354,123.75,15
5355,124,16.5
5356,124,16
5357,124,16.5
5358,124,15
5359,123.75,15.5
5360,123.75,15.5
5361,0,16
5362,0,15
5363,0,16
5364,0,18
5365,0,17.5
5366,0,17.5
5367,117.75,19.5
5368,120.75,19
5369,120.75,19.5
5370,125,19
5371,125,21
5372,125,20.5
5373,121.75,22.5
5374,121.75,23.5
5375,121.75,24.5
5376,126.5,24
5377,126.5,23.5
5378,121.5,24.5
5379,121.5,25
5380,118,25.5
5381,118,27.5
5382,122.5,28.5
5383,118.5,29
5384,118.5,28
5385,114,29
5386,114,29
5387,114,28
5388,114,29
5389,114,29.5
5390,114,30
5391,114,29.5
5392,113.75,29
5393,113.75,28
5394,113.75,29
5395,113.75,27
5396,113.75,28
5397,113.75,29
5398,0,28.5
5399,0,29
5400,0,29
5401,0,27.5
5402,0,26
5403,130.75,25.5
5404,130.75,27
5405,129.75,26
5406,129.75,26
5407,128.5,24.5
5408,128.5,25
5409,127.5,24.5
5410,127.5,24
5411,125.75,24.5
5412,125.75,25.5
5413,125.75,23
5414,125.75,23
5415,125.75,23
5416,127.75,22.5
5417,127.75,23.5
5418,128,23.5
5419,128,24
5420,128.25,25
5421,128.25,23
5422,127.25,22.5
5423,127.25,23.5
5424,127.25,23.5
5425,128,24.5
5426,128,23.5
5427,128,22
5428,128,23.5
5429,127.75,23.5
5430,127.75,25
5431,127.25,25.5
5432,127.25,31
5433,128.5,25
5434,128.5,24
5435,125.75,24.5
5436,125.75,23
5437,126.5,24
5438,126.5,26
5439,129.25,25
5440,129.25,24.5
5441,134,23.5
5442,134,23.5
5443,136.5,24
5444,136.5,24.5
5445,136.75,23
5446,136.75,22
5447,138.5,23.5
5448,138.5,23
5449,138.5,24
5450,138,25
5451,138,23.5
5452,137,23
5453,137,22.5
5454,136,23.5
5455,135.5,23.5
5456,135.5,24
5457,135,24
5458,135,25
5459,132.75,24
5460,132.75,23
5461,132.25,23.5
5462,132.25,23
5463,133.5,23.5
5464,133.5,23.5
5465,135.5,23.5
5466,135.25,23.5
5467,135.25,23.5
5468,136.25,23.5
5469,136.25,22.5
5470,137.25,21.5
5471,137.25,22
5472,138,22.5
5473,139,23
5474,139,23.5
5475,138.75,23.5
5476,138.75,22.5
5477,139.5,21
5478,139.5,21.5
5479,139.75,22.5
5480,139.5,23
5481,139.5,24
5482,138.75,22
5483,138.75,20.5
5484,138.75,20
5485,136.75,19.5
5486,136.75,19.5
5487,135,19.5
5488,135,19.5
5489,134.75,19.5
5490,134.75,18
5491,135.25,18
5492,135.25,18.5
5493,135.5,17.5
5494,136.75,18
5495,136.75,18.5
5496,137.5,19.5
5497,137.25,19
5498,137.25,19.5
5499,137.5,19.5
5500,137.5,20
5501,138.5,20.5
5502,138.5,21.5
5503,138.5,23
5504,138.5,23
5505,138.5,21.5
5506,138.5,21.5
5507,138.5,23
5508,138.5,23
5509,138.5,23.5
5510,138.5,24
5511,138.5,25.5
5512,138.5,26
5513,138.25,24
5514,138.25,23.5
5515,137.5,22.5
5516,137.5,23
5517,137.25,24
5518,136.75,25.5
5519,136.75,26
5520,136.75,26.5
5521,136.5,26.5
5522,136.5,26.5
5523,136.75,26
5524,136.75,27.5
5525,136.75,29
5526,136.75,28.5
5527,136.75,27.5
5528,136.75,27
5529,137,27
5530,137,27
5531,137,27
5532,137,27.5
5533,139.5,28
5534,138.5,28
5535,138.5,28.5
5536,138,28.5
5537,136.75,27
5538,136.75,27
5539,136.25,27
5540,136.25,27
5541,136.25,28.5
5542,135.5,29
5543,135.5,28.5
5544,135.5,27.5
5545,133,27
5546,133,27.5
5547,133.5,28
5548,133.5,28.5
5549,133,28
5550,134.5,27.5
5551,134.5,26
5552,136,26
5553,136,27.5
5554,137.5,28.5
5555,138,27.5
5556,138,27
5557,138,27
5558,138,27.5
5559,139.25,29.5
5560,140.75,31
5561,140.75,32
5562,140.75,33
5563,140.75,31.5
5564,140.75,29.5
5565,142.75,31
5566,143.25,32.5
5567,143.25,33.5
5568,146.5,35
5569,146.5,35.5
5570,146.25,33
5571,144.25,32
5572,144.25,32
5573,145.5,32.5
5574,145.25,34.5
5575,145.25,35.5
5576,147,34.5
5577,145.5,33
5578,145.5,34.5
5579,145,36
5580,142.25,34
5581,142.25,32
5582,142.75,36
5583,142.75,36.5
5584,142.75,37.5
5585,143,39
5586,143,39.5
5587,143.25,37.5
5588,143.25,38
5589,143.25,39
5590,143.25,40.5
5591,143.25,42.5
5592,143.75,40.5
5593,144,38.5
5594,144,39.5
5595,143.5,39
5596,143.5,40.5
5597,144.5,38.5
5598,144.5,37
5599,144,42
5600,144,42.5
5601,144.5,39
5602,144.25,41
5603,144.25,42
5604,144.25,43
5605,143.25,46.5
5606,143.25,45.5
5607,140,43.5
5608,140,43.5
5609,138.25,42.5
5610,138.25,42.5
5611,137.25,43
5612,137.25,42
5613,135.75,40.5
5614,135.75,40.5
5615,135,40.5
5616,135,43.5
5617,135,42.5
5618,134.5,38
5619,134.5,39
5620,134.5,42.5
5621,134.5,43
5622,134.5,43
5623,134.5,44
5624,134.5,46.5
5625,134.5,45.5
5626,134.5,47
5627,137.75,48.5
5628,137.75,48
5629,139.25,49.5
5630,139.5,49
5631,139.5,49
5632,139.5,49
5633,140,50.5
5634,140,51
5635,139.5,52
5636,139.5,52.5
5637,140.25,51.5
5638,140.25,52
5639,139.75,54.5
5640,140.25,54.5
5641,140.25,57.5
5642,140.25,56.5
5643,140.25,54.5
5644,140.25,62.5
5645,140.25,62.5
5646,140.25,62.5
5647,140.25,64.5
5648,140.5,62.5
5649,140.5,63
5650,140.5,64.5
5651,140.5,66.5
5652,0,69
5653,0,74
5654,0,85
5655,0,82
5656,0,77
5657,0,68
5658,0,64
5659,0,69
5660,0,70.5
5661,0,69.5
5662,0,69.5
5663,0,68
5664,0,65
5665,0,65.5
5666,0,65
5667,0,64
5668,141.5,64
5669,141.5,63
5670,141.5,63.5
5671,141.5,65.5
5672,141.5,66
5673,141.25,66
5674,141.25,63
5675,141.25,59
5676,141.25,61.5
5677,141.25,64.5
5678,141.25,62
5679,0,62.5
5680,0,56
5681,0,51
5682,0,50
5683,0,48.5
5684,0,51.5
5685,0,50.5
5686,0,53.5
5687,0,56.5
5688,0,61
5689,0,58
5690,0,55
5691,0,57
5692,0,57.5
5693,0,60
5694,0,63
5695,0,68
5696,0,71.5
5697,0,71
5698,0,70.5
5699,0,73.5
5700,0,73.5
5701,0,70
5702,0,72.5
5703,0,79.5
5704,0,83
5705,0,78
5706,0,83
5707,0,82.5
5708,0,81
5709,0,78
5710,0,78.5
5711,0,85
5712,0,89.5
5713,0,88.5
5714,0,86.5
5715,0,83.5
5716,0,81.5
5717,0,81.5
5718,0,78.5
5719,0,72
5720,0,76.5
5721,0,78.5
5722,0,80.5
5723,0,78.5
5724,0,76
5725,0,69
5726,0,68
5727,0,63
5728,102.5,74.5
5729,102.5,77
5730,102.5,77.5
5731,102.5,76
5732,106.75,72.5
5733,106.75,67.5
5734,106.75,64
5735,106.75,71.5
5736,106.75,76.5
5737,106.75,75.5
5738,106.75,75
5739,107,75.5
5740,107,70.5
5741,107,66
5742,107,69
5743,107,75
5744,107,76.5
5745,107,75
5746,0,72
5747,0,72.5
5748,0,64.5
5749,0,60
5750,0,58
5751,0,61.5
5752,0,63.5
5753,0,62.5
5754,0,63.5
5755,0,62.5
5756,0,60.5
5757,0,50
5758,0,45.5
5759,0,53
5760,0,58
5761,0,60
5762,0,58.5
5763,0,55
5764,0,51.5
5765,116.5,57
5766,116.5,61.5
5767,110,63
5768,110,63
5769,113,62
5770,113,55
5771,114.25,47
5772,114.25,49
5773,114.25,56.5
5774,110,57
5775,110,55
5776,111.75,51.5
5777,111.75,49
5778,111.5,46
5779,111.5,39.5
5780,110.5,42
5781,110.5,49.5
5782,110.25,51
5783,110.25,49.5
5784,111.25,46.5
5785,111.25,44
5786,112.25,41
5787,112.25,45
5788,111,50
5789,111,53
5790,111,52.5
5791,110.5,52
5792,110.5,50.5
5793,110.75,48.5
5794,110.75,52.5
5795,111,54
5796,111,54
5797,111,51.5
5798,110.75,48.5
5799,110.75,45
5800,112.5,42.5
5801,112.5,41
5802,113.25,45.5
5803,113.25,46.5
5804,119.75,47.5
5805,119.75,46.5
5806,119.75,47.5
5807,138.75,46
5808,138.75,42
5809,138.75,40.5
5810,133.5,45
5811,132,48.5
5812,132,49
5813,132,49
5814,134.25,47.5
5815,134.25,44.5
5816,137.25,40
5817,137.25,42.5
5818,139.5,44.5
5819,139.5,44.5
5820,140,46.5
5821,138,47.5
5822,138,47.5
5823,138.25,44
5824,138.25,42.5
5825,139,45
5826,139,47.5
5827,139.75,49.5
5828,139.75,51
5829,139,51.5
5830,141.25,51.5
5831,141.25,51
5832,142,47.5
5833,142,45
5834,142,46
5835,142,44.5
5836,141.75,44.5
5837,141.75,43
5838,143.5,42.5
5839,143.5,41.5
5840,142,41
5841,142,38
5842,142,37.5
5843,144,40.5
5844,144,41
5845,145,43.5
5846,145,44.5
5847,147,42
5848,147,40.5
5849,147,37
5850,147,37
5851,147,38.5
5852,149.5,38.5
5853,149.5,37.5
5854,150.25,36.5
5855,148.5,36
5856,148.5,34
5857,148.5,31.5
5858,148.75,30.5
5859,149.5,32.5
5860,149.5,32.5
5861,150,31.5
5862,150,31.5
5863,150,31
5864,149,31
5865,148.75,29
5866,148.75,29
5867,148.25,30.5
5868,148.25,30.5
5869,148.25,30.5
5870,148.5,30.5
5871,148,30
5872,148,29
5873,148.25,27.5
5874,145,29.5
5875,145,29.5
5876,145,29
5877,145.25,29
5878,145.25,29
5879,145.25,28.5
5880,145.25,29.5
5881,146.75,30.5
5882,146.5,31
5883,146.5,30.5
5884,146.5,30.5
5885,146.5,30.5
5886,146.5,29.5
5887,146.5,29.5
5888,145.75,30.5
5889,145.75,30.5
5890,145.5,30
5891,145.5,29.5
5892,145,29.5
5893,145.75,28.5
5894,145.75,27
5895,146.25,28
5896,146.25,28
5897,146.5,28
5898,147.5,27.5
5899,147.5,27.5
5900,147.75,27.5
5901,148.75,25.5
5902,148.75,25
5903,148,24.5
5904,148,26.5
5905,148,26
5906,146.5,26.5
5907,146.5,27
5908,144.5,26
5909,144.5,26
5910,141.25,27.5
5911,141.25,28.5
5912,138.25,28.5
5913,137.75,28
5914,137.75,27
5915,139,27
5916,139,27
5917,140.25,28.5
5918,141.25,28.5
5919,141.25,28
5920,142.25,27.5
5921,142.25,27.5
5922,143.75,26
5923,144.5,25
5924,144.5,26
5925,146,26.5
5926,146,26.5
5927,147,26
5928,147.25,25.5
5929,147.25,26
5930,147,25
5931,147.5,24
5932,147.5,25.5
5933,147.75,25
5934,147.75,25.5
5935,147.5,25
5936,147.75,25
5937,147.75,25
5938,146.75,24
5939,146.75,23.5
5940,145.75,24.5
5941,144.5,25
5942,144.5,24.5
5943,143.25,24
5944,143.25,24
5945,143,24.5
5946,143,23
5947,141.75,22.5
5948,140.75,24
5949,140.75,24
5950,139.75,24
5951,139.75,24
5952,139.5,22.5
5953,139.5,23
5954,139.5,25.5
5955,139.75,23.5
5956,139.75,23.5
5957,139.5,24
5958,139.5,23.5
5959,140.75,21.5
5960,140.75,21.5
5961,140.75,25
5962,141,25.5
5963,141,24
5964,139.75,24.5
5965,139,24
5966,139,25
5967,139,25.5
5968,139,25
5969,139.5,24.5
5970,139.5,24
5971,140,25.5
5972,139.75,25
5973,139.75,25
5974,139.25,26
5975,139.25,25.5
5976,139.5,25
5977,139.5,25
5978,139.5,24
5979,139.5,24.5
5980,139.5,25.5
5981,139.5,25
5982,139.5,25
5983,140,24
5984,139.75,24
5985,139.75,24.5
5986,141,24.5
5987,141,25
5988,141.5,25.5
5989,142,25
5990,142,25
5991,142.5,26
5992,142.5,27
5993,142.75,27.5
5994,144,27
5995,144,27.5
5996,145,27.5
5997,145,27.5
5998,145.5,27.5
5999,145.25,29
6000,145.25,28.5
6001,145,28
6002,145,27
6003,145.5,27.5
6004,146,28
6005,146,27.5
6006,146.25,27.5
6007,146.25,27.5
6008,145.25,29
6009,144.5,28.5
6010,144.5,28
6011,143,27.5
6012,143,27.5
6013,142,28
6014,141.75,27.5
6015,141.75,28.5
6016,140,28.5
6017,140,27
6018,140.25,26.5
6019,141.25,27.5
6020,141.25,27
6021,142,26
6022,142,26.5
6023,141,27
6024,141,26.5
6025,141,26
6026,141,25
6027,141,26.5
6028,141.5,26
6029,141.5,25.5
6030,142.5,25.5
6031,145.25,25.5
6032,145.25,25
6033,145.25,25
6034,145.25,25.5
6035,145.75,25.5
6036,146.25,25
6037,146.25,24.5
6038,146,25
6039,145.75,24
6040,145.75,23
6041,145.5,20.5
6042,145.5,18.5
6043,146.5,22
6044,147.25,23.5
6045,147.25,23
6046,147.25,22.5
6047,147.25,22
6048,140.75,22
6049,141,23
6050,141,23.5
6051,141,23.5
6052,141,24
6053,141,25
6054,141,25.5
6055,141,22
6056,140.75,23.5
6057,140.75,28.5
6058,142.5,28
6059,142.5,28
6060,142.5,27.5
6061,142,27
6062,142.75,26
6063,142.75,25.5
6064,143,25.5
6065,143.75,26
6066,143.75,26.5
6067,143.75,26.5
6068,143,26
6069,143,26
6070,142.5,24
6071,142.75,23.5
6072,142.75,24
6073,143,23.5
6074,143,24
